Area_Name,Year,Total_Cases_for_Trial,
Delhi,2006,0,7
Goa,2006,0,0
Gujarat,2006,0,81
Haryana,2006,0,0
Himachal Pradesh,2006,0,2
Jammu & Kashmir,2006,0,0
Jharkhand,2006,0,3
Karnataka,2006,0,0
Kerala,2006,0,219
Lakshadweep,2006,0,0
Madhya Pradesh,2006,0,2
Maharashtra,2006,0,69
Manipur,2006,0,0
Meghalaya,2006,0,0
Mizoram,2006,0,0
Nagaland,2006,0,0
Odisha,2006,0,2
Puducherry,2006,0,0
Punjab,2006,0,5
Rajasthan,2006,0,397
Sikkim,2006,0,0
Tamil Nadu,2006,0,85
Tripura,2006,0,0
Uttar Pradesh,2006,0,1
Uttarakhand,2006,0,0
West Bengal,2006,0,23
Andaman & Nicobar Islands,2007,0,0
Andhra Pradesh,2007,0,1093
Arunachal Pradesh,2007,0,0
Assam,2007,0,0
Bihar,2007,0,48
Chandigarh,2007,0,1
Chhattisgarh,2007,0,0
Dadra & Nagar Haveli,2007,0,0
Daman & Diu,2007,0,0
Delhi,2007,0,7
Goa,2007,0,0
Gujarat,2007,0,80
Haryana,2007,0,0
Himachal Pradesh,2007,0,2
Jammu & Kashmir,2007,0,0
Jharkhand,2007,0,3
Karnataka,2007,0,0
Kerala,2007,0,197
Lakshadweep,2007,0,0
Madhya Pradesh,2007,0,2
Maharashtra,2007,0,70
Manipur,2007,0,0
Meghalaya,2007,0,0
Mizoram,2007,0,0
Nagaland,2007,0,0
Odisha,2007,0,2
Puducherry,2007,0,0
Punjab,2007,0,5
Rajasthan,2007,0,486
Sikkim,2007,0,0
Tamil Nadu,2007,0,69
Tripura,2007,0,0
Uttar Pradesh,2007,0,1
Uttarakhand,2007,0,0
West Bengal,2007,0,30
Andaman & Nicobar Islands,2008,0,0
Andhra Pradesh,2008,0,1044
Arunachal Pradesh,2008,0,0
Assam,2008,0,0
Bihar,2008,0,48
Chandigarh,2008,0,1
Chhattisgarh,2008,0,0
Dadra & Nagar Haveli,2008,0,0
Daman & Diu,2008,0,0
Delhi,2008,0,7
Goa,2008,0,0
Gujarat,2008,0,79
Haryana,2008,0,0
Himachal Pradesh,2008,0,0
Jammu & Kashmir,2008,0,0
Jharkhand,2008,0,0
Karnataka,2008,0,0
Kerala,2008,0,160
Lakshadweep,2008,0,0
Madhya Pradesh,2008,0,1
Maharashtra,2008,0,69
Manipur,2008,0,0
Meghalaya,2008,0,0
Mizoram,2008,0,0
Nagaland,2008,0,0
Odisha,2008,0,2
Puducherry,2008,0,0
Punjab,2008,0,4
Rajasthan,2008,0,539
Sikkim,2008,0,0
Tamil Nadu,2008,0,51
Tripura,2008,0,0
Uttar Pradesh,2008,0,0
Uttarakhand,2008,0,0
West Bengal,2008,0,34
Andaman & Nicobar Islands,2009,0,0
Andhra Pradesh,2009,0,798
Arunachal Pradesh,2009,0,0
Assam,2009,0,0
Bihar,2009,0,48
Chandigarh,2009,0,1
Chhattisgarh,2009,0,1
Dadra & Nagar Haveli,2009,0,0
Daman & Diu,2009,0,0
Delhi,2009,0,7
Goa,2009,0,0
Gujarat,2009,0,78
Haryana,2009,0,0
Himachal Pradesh,2009,0,0
Jammu & Kashmir,2009,0,2
Jharkhand,2009,0,0
Karnataka,2009,0,0
Kerala,2009,0,153
Lakshadweep,2009,0,0
Madhya Pradesh,2009,0,1
Maharashtra,2009,0,64
Manipur,2009,0,0
Meghalaya,2009,0,0
Mizoram,2009,0,0
Nagaland,2009,0,0
Odisha,2009,0,2
Puducherry,2009,0,0
Punjab,2009,0,4
Rajasthan,2009,0,590
Sikkim,2009,0,0
Tamil Nadu,2009,0,25
Tripura,2009,0,0
Uttar Pradesh,2009,0,0
Uttarakhand,2009,0,0
West Bengal,2009,0,35
Andaman & Nicobar Islands,2010,0,0
Andhra Pradesh,2010,0,803
Arunachal Pradesh,2010,0,0
Assam,2010,0,0
Bihar,2010,0,48
Chandigarh,2010,0,1
Chhattisgarh,2010,0,2
Dadra & Nagar Haveli,2010,0,0
Daman & Diu,2010,0,0
Delhi,2010,0,7
Goa,2010,0,0
Gujarat,2010,0,77
Haryana,2010,0,0
Himachal Pradesh,2010,0,0
Jammu & Kashmir,2010,0,2
Jharkhand,2010,0,3
Karnataka,2010,0,0
Kerala,2010,0,153
Lakshadweep,2010,0,1
Madhya Pradesh,2010,0,1
Maharashtra,2010,0,55
Manipur,2010,0,0
Meghalaya,2010,0,0
Mizoram,2010,0,0
Nagaland,2010,0,0
Odisha,2010,0,2
Puducherry,2010,0,0
Punjab,2010,0,4
Rajasthan,2010,0,625
Sikkim,2010,0,0
Tamil Nadu,2010,0,14
Tripura,2010,0,0
Uttar Pradesh,2010,0,0
Uttarakhand,2010,0,0
West Bengal,2010,0,32
Andaman & Nicobar Islands,2001,0,0
Andhra Pradesh,2001,0,0
Arunachal Pradesh,2001,0,0
Assam,2001,0,0
Bihar,2001,0,0
Chandigarh,2001,0,0
Chhattisgarh,2001,0,0
Dadra & Nagar Haveli,2001,0,0
Daman & Diu,2001,0,0
Delhi,2001,0,0
Goa,2001,0,0
Gujarat,2001,0,0
Haryana,2001,0,0
Himachal Pradesh,2001,0,0
Jammu & Kashmir,2001,0,0
Jharkhand,2001,0,0
Karnataka,2001,0,0
Kerala,2001,0,0
Lakshadweep,2001,0,0
Madhya Pradesh,2001,0,0
Maharashtra,2001,0,0
Manipur,2001,0,0
Meghalaya,2001,0,0
Mizoram,2001,0,0
Nagaland,2001,0,0
Odisha,2001,0,0
Puducherry,2001,0,0
Punjab,2001,0,0
Rajasthan,2001,0,0
Sikkim,2001,0,0
Tamil Nadu,2001,0,0
Tripura,2001,0,0
Uttar Pradesh,2001,0,0
Uttarakhand,2001,0,0
West Bengal,2001,0,0
Andaman & Nicobar Islands,2002,0,0
Andhra Pradesh,2002,0,0
Arunachal Pradesh,2002,0,0
Assam,2002,0,0
Bihar,2002,0,0
Chandigarh,2002,0,0
Chhattisgarh,2002,0,0
Dadra & Nagar Haveli,2002,0,0
Daman & Diu,2002,0,0
Delhi,2002,0,0
Goa,2002,0,0
Gujarat,2002,0,0
Haryana,2002,0,0
Himachal Pradesh,2002,0,0
Jammu & Kashmir,2002,0,0
Jharkhand,2002,0,0
Karnataka,2002,0,0
Kerala,2002,0,0
Lakshadweep,2002,0,0
Madhya Pradesh,2002,0,0
Maharashtra,2002,0,0
Manipur,2002,0,0
Meghalaya,2002,0,0
Mizoram,2002,0,0
Nagaland,2002,0,0
Odisha,2002,0,0
Puducherry,2002,0,0
Punjab,2002,0,0
Rajasthan,2002,0,0
Sikkim,2002,0,0
Tamil Nadu,2002,0,0
Tripura,2002,0,0
Uttar Pradesh,2002,0,0
Uttarakhand,2002,0,0
West Bengal,2002,0,0
Andaman & Nicobar Islands,2003,0,0
Andhra Pradesh,2003,0,0
Arunachal Pradesh,2003,0,0
Assam,2003,0,0
Bihar,2003,0,0
Chandigarh,2003,0,0
Chhattisgarh,2003,0,0
Dadra & Nagar Haveli,2003,0,0
Daman & Diu,2003,0,0
Delhi,2003,0,0
Goa,2003,0,0
Gujarat,2003,0,0
Haryana,2003,0,0
Himachal Pradesh,2003,0,0
Jammu & Kashmir,2003,0,0
Jharkhand,2003,0,0
Karnataka,2003,0,0
Kerala,2003,0,0
Lakshadweep,2003,0,0
Madhya Pradesh,2003,0,0
Maharashtra,2003,0,0
Manipur,2003,0,0
Meghalaya,2003,0,0
Mizoram,2003,0,0
Nagaland,2003,0,0
Odisha,2003,0,0
Puducherry,2003,0,0
Punjab,2003,0,0
Rajasthan,2003,0,0
Sikkim,2003,0,0
Tamil Nadu,2003,0,0
Tripura,2003,0,0
Uttar Pradesh,2003,0,0
Uttarakhand,2003,0,0
West Bengal,2003,0,0
Andaman & Nicobar Islands,2004,0,0
Andhra Pradesh,2004,0,0
Arunachal Pradesh,2004,0,0
Assam,2004,0,0
Bihar,2004,0,0
Chandigarh,2004,0,0
Chhattisgarh,2004,0,0
Dadra & Nagar Haveli,2004,0,0
Daman & Diu,2004,0,0
Delhi,2004,0,0
Goa,2004,0,0
Gujarat,2004,0,0
Haryana,2004,0,0
Himachal Pradesh,2004,0,0
Jammu & Kashmir,2004,0,0
Jharkhand,2004,0,0
Karnataka,2004,0,0
Kerala,2004,0,0
Lakshadweep,2004,0,0
Madhya Pradesh,2004,0,0
Maharashtra,2004,0,0
Manipur,2004,0,0
Meghalaya,2004,0,0
Mizoram,2004,0,0
Nagaland,2004,0,0
Odisha,2004,0,0
Puducherry,2004,0,0
Punjab,2004,0,0
Rajasthan,2004,0,0
Sikkim,2004,0,0
Tamil Nadu,2004,0,0
Tripura,2004,0,0
Uttar Pradesh,2004,0,0
Uttarakhand,2004,0,0
West Bengal,2004,0,0
Andaman & Nicobar Islands,2005,0,0
Andhra Pradesh,2005,0,0
Arunachal Pradesh,2005,0,0
Assam,2005,0,0
Bihar,2005,0,0
Chandigarh,2005,0,0
Chhattisgarh,2005,0,0
Dadra & Nagar Haveli,2005,0,0
Daman & Diu,2005,0,0
Delhi,2005,0,0
Goa,2005,0,0
Gujarat,2005,0,0
Haryana,2005,0,0
Himachal Pradesh,2005,0,0
Jammu & Kashmir,2005,0,0
Jharkhand,2005,0,0
Karnataka,2005,0,0
Kerala,2005,0,0
Lakshadweep,2005,0,0
Madhya Pradesh,2005,0,0
Maharashtra,2005,0,0
Manipur,2005,0,0
Meghalaya,2005,0,0
Mizoram,2005,0,0
Nagaland,2005,0,0
Odisha,2005,0,0
Puducherry,2005,0,0
Punjab,2005,0,0
Rajasthan,2005,0,1
Sikkim,2005,0,0
Tamil Nadu,2005,0,0
Tripura,2005,0,0
Uttar Pradesh,2005,0,0
Uttarakhand,2005,0,0
West Bengal,2005,0,0
Andaman & Nicobar Islands,2006,0,0
Andhra Pradesh,2006,0,0
Arunachal Pradesh,2006,0,0
Assam,2006,0,0
Bihar,2006,0,0
Chandigarh,2006,0,0
Chhattisgarh,2006,0,0
Dadra & Nagar Haveli,2006,0,0
Daman & Diu,2006,0,0
Delhi,2006,0,0
Goa,2006,0,0
Gujarat,2006,0,0
Haryana,2006,0,0
Himachal Pradesh,2006,0,0
Jammu & Kashmir,2006,0,0
Jharkhand,2006,0,0
Karnataka,2006,0,0
Kerala,2006,0,0
Lakshadweep,2006,0,0
Madhya Pradesh,2006,0,0
Maharashtra,2006,0,0
Manipur,2006,0,0
Meghalaya,2006,0,0
Mizoram,2006,0,0
Nagaland,2006,0,0
Odisha,2006,0,0
Puducherry,2006,0,0
Punjab,2006,0,0
Rajasthan,2006,0,1
Sikkim,2006,0,0
Tamil Nadu,2006,0,0
Tripura,2006,0,0
Uttar Pradesh,2006,0,0
Uttarakhand,2006,0,0
West Bengal,2006,0,0
Andaman & Nicobar Islands,2007,0,0
Andhra Pradesh,2007,0,0
Arunachal Pradesh,2007,0,0
Assam,2007,0,0
Bihar,2007,0,0
Chandigarh,2007,0,0
Chhattisgarh,2007,0,0
Dadra & Nagar Haveli,2007,0,0
Daman & Diu,2007,0,0
Delhi,2007,0,0
Goa,2007,0,0
Gujarat,2007,0,0
Haryana,2007,0,0
Himachal Pradesh,2007,0,0
Jammu & Kashmir,2007,0,0
Jharkhand,2007,0,0
Karnataka,2007,0,0
Kerala,2007,0,0
Lakshadweep,2007,0,0
Madhya Pradesh,2007,0,0
Maharashtra,2007,0,0
Manipur,2007,0,0
Meghalaya,2007,0,0
Mizoram,2007,0,0
Nagaland,2007,0,0
Odisha,2007,0,0
Puducherry,2007,0,0
Punjab,2007,0,0
Rajasthan,2007,0,1
Sikkim,2007,0,0
Tamil Nadu,2007,0,0
Tripura,2007,0,0
Uttar Pradesh,2007,0,0
Uttarakhand,2007,0,0
West Bengal,2007,0,0
Andaman & Nicobar Islands,2008,0,0
Andhra Pradesh,2008,0,0
Arunachal Pradesh,2008,0,0
Assam,2008,0,0
Bihar,2008,0,0
Chandigarh,2008,0,0
Chhattisgarh,2008,0,1
Dadra & Nagar Haveli,2008,0,0
Daman & Diu,2008,0,0
Delhi,2008,0,0
Goa,2008,0,0
Gujarat,2008,0,0
Haryana,2008,0,0
Himachal Pradesh,2008,0,0
Jammu & Kashmir,2008,0,0
Jharkhand,2008,0,0
Karnataka,2008,0,0
Kerala,2008,0,0
Lakshadweep,2008,0,0
Madhya Pradesh,2008,0,0
Maharashtra,2008,0,0
Manipur,2008,0,0
Meghalaya,2008,0,0
Mizoram,2008,0,0
Nagaland,2008,0,0
Odisha,2008,0,0
Puducherry,2008,0,0
Punjab,2008,0,0
Rajasthan,2008,0,1
Sikkim,2008,0,0
Tamil Nadu,2008,0,0
Tripura,2008,0,0
Uttar Pradesh,2008,0,0
Uttarakhand,2008,0,0
West Bengal,2008,0,0
Andaman & Nicobar Islands,2009,0,0
Andhra Pradesh,2009,0,0
Arunachal Pradesh,2009,0,0
Assam,2009,0,0
Bihar,2009,0,0
Chandigarh,2009,0,0
Chhattisgarh,2009,0,1
Dadra & Nagar Haveli,2009,0,0
Daman & Diu,2009,0,0
Delhi,2009,0,0
Goa,2009,0,0
Gujarat,2009,0,0
Haryana,2009,0,0
Himachal Pradesh,2009,0,0
Jammu & Kashmir,2009,0,0
Jharkhand,2009,0,0
Karnataka,2009,0,0
Kerala,2009,0,0
Lakshadweep,2009,0,0
Madhya Pradesh,2009,0,0
Maharashtra,2009,0,0
Manipur,2009,0,0
Meghalaya,2009,0,0
Mizoram,2009,0,0
Nagaland,2009,0,0
Odisha,2009,0,0
Puducherry,2009,0,0
Punjab,2009,0,0
Rajasthan,2009,0,1
Sikkim,2009,0,0
Tamil Nadu,2009,0,0
Tripura,2009,0,0
Uttar Pradesh,2009,0,0
Uttarakhand,2009,0,0
West Bengal,2009,0,0
Andaman & Nicobar Islands,2010,0,0
Andhra Pradesh,2010,0,0
Arunachal Pradesh,2010,0,0
Assam,2010,0,0
Bihar,2010,0,0
Chandigarh,2010,0,0
Chhattisgarh,2010,0,0
Dadra & Nagar Haveli,2010,0,0
Daman & Diu,2010,0,0
Delhi,2010,0,0
Goa,2010,0,0
Gujarat,2010,0,0
Haryana,2010,0,0
Himachal Pradesh,2010,0,0
Jammu & Kashmir,2010,0,0
Jharkhand,2010,0,0
Karnataka,2010,0,0
Kerala,2010,0,0
Lakshadweep,2010,0,0
Madhya Pradesh,2010,0,0
Maharashtra,2010,0,0
Manipur,2010,0,0
Meghalaya,2010,0,0
Mizoram,2010,0,0
Nagaland,2010,0,0
Odisha,2010,0,0
Puducherry,2010,0,0
Punjab,2010,0,0
Rajasthan,2010,0,1
Sikkim,2010,0,0
Tamil Nadu,2010,0,0
Tripura,2010,0,0
Uttar Pradesh,2010,0,0
Uttarakhand,2010,0,0
West Bengal,2010,0,0
Andaman & Nicobar Islands,2001,184,
Andhra Pradesh,2001,32012,
Arunachal Pradesh,2001,739,
Assam,2001,8729,
Bihar,2001,17804,
Chandigarh,2001,338,
Chhattisgarh,2001,17105,
Dadra & Nagar Haveli,2001,69,
Daman & Diu,2001,18,
Delhi,2001,6580,
Goa,2001,379,
Gujarat,2001,32043,
Haryana,2001,9980,
Himachal Pradesh,2001,3301,
Jammu & Kashmir,2001,5782,
Jharkhand,2001,6563,
Karnataka,2001,16014,
Kerala,2001,17475,
Lakshadweep,2001,1,
Madhya Pradesh,2001,54992,
Maharashtra,2001,94926,
Manipur,2001,81,
Meghalaya,2001,441,
Mizoram,2001,258,
Nagaland,2001,102,
Odisha,2001,18692,
Puducherry,2001,218,
Punjab,2001,3488,
Rajasthan,2001,34889,
Sikkim,2001,32,
Tamil Nadu,2001,17863,
Tripura,2001,744,
Uttar Pradesh,2001,56141,
Uttarakhand,2001,1870,
West Bengal,2001,40107,
Andaman & Nicobar Islands,2002,193,
Andhra Pradesh,2002,34236,
Arunachal Pradesh,2002,812,
Assam,2002,9998,
Bihar,2002,19336,
Chandigarh,2002,396,
Chhattisgarh,2002,18477,
Dadra & Nagar Haveli,2002,79,
Daman & Diu,2002,17,
Delhi,2002,6091,
Goa,2002,256,
Gujarat,2002,33978,
Haryana,2002,10970,
Himachal Pradesh,2002,3345,
Jammu & Kashmir,2002,6478,
Jharkhand,2002,9099,
Karnataka,2002,16791,
Kerala,2002,19786,
Lakshadweep,2002,2,
Madhya Pradesh,2002,57920,
Maharashtra,2002,95309,
Manipur,2002,88,
Meghalaya,2002,456,
Mizoram,2002,198,
Nagaland,2002,114,
Odisha,2002,19549,
Puducherry,2002,240,
Punjab,2002,4216,
Rajasthan,2002,35344,
Sikkim,2002,40,
Tamil Nadu,2002,17585,
Tripura,2002,1042,
Uttar Pradesh,2002,57194,
Uttarakhand,2002,1932,
West Bengal,2002,44642,
Andaman & Nicobar Islands,2003,193,
Andhra Pradesh,2003,34997,
Arunachal Pradesh,2003,883,
Assam,2003,11455,
Bihar,2003,20829,
Chandigarh,2003,412,
Chhattisgarh,2003,16567,
Dadra & Nagar Haveli,2003,65,
Daman & Diu,2003,15,
Delhi,2003,6957,
Goa,2003,250,
Gujarat,2003,36140,
Haryana,2003,10640,
Himachal Pradesh,2003,3445,
Jammu & Kashmir,2003,7300,
Jharkhand,2003,8890,
Karnataka,2003,17454,
Kerala,2003,21841,
Lakshadweep,2003,2,
Madhya Pradesh,2003,60014,
Maharashtra,2003,95054,
Manipur,2003,88,
Meghalaya,2003,475,
Mizoram,2003,347,
Nagaland,2003,122,
Odisha,2003,21558,
Puducherry,2003,255,
Punjab,2003,4843,
Rajasthan,2003,34780,
Sikkim,2003,37,
Tamil Nadu,2003,16635,
Tripura,2003,1253,
Uttar Pradesh,2003,54230,
Uttarakhand,2003,2153,
West Bengal,2003,47486,
Andaman & Nicobar Islands,2004,196,
Andhra Pradesh,2004,36359,
Arunachal Pradesh,2004,976,
Assam,2004,12475,
Bihar,2004,21486,
Chandigarh,2004,505,
Chhattisgarh,2004,17346,
Dadra & Nagar Haveli,2004,72,
Daman & Diu,2004,23,
Delhi,2004,7932,
Goa,2004,281,
Gujarat,2004,38928,
Haryana,2004,10461,
Himachal Pradesh,2004,3496,
Jammu & Kashmir,2004,8172,
Jharkhand,2004,8804,
Karnataka,2004,17587,
Kerala,2004,24305,
Lakshadweep,2004,4,
Madhya Pradesh,2004,61397,
Maharashtra,2004,96828,
Manipur,2004,89,
Meghalaya,2004,502,
Mizoram,2004,346,
Nagaland,2004,158,
Odisha,2004,23209,
Puducherry,2004,283,
Punjab,2004,4998,
Rajasthan,2004,36575,
Sikkim,2004,34,
Tamil Nadu,2004,18604,
Tripura,2004,1546,
Uttar Pradesh,2004,54528,
Uttarakhand,2004,2432,
West Bengal,2004,53203,
Andaman & Nicobar Islands,2005,192,
Andhra Pradesh,2005,41038,
Arunachal Pradesh,2005,1079,
Assam,2005,13430,
Bihar,2005,22477,
Chandigarh,2005,572,
Chhattisgarh,2005,16684,
Dadra & Nagar Haveli,2005,74,
Daman & Diu,2005,29,
Delhi,2005,8477,
Goa,2005,304,
Gujarat,2005,41590,
Haryana,2005,10086,
Himachal Pradesh,2005,3427,
Jammu & Kashmir,2005,8743,
Jharkhand,2005,8692,
Karnataka,2005,17753,
Kerala,2005,25991,
Lakshadweep,2005,4,
Madhya Pradesh,2005,61682,
Maharashtra,2005,100147,
Manipur,2005,96,
Meghalaya,2005,548,
Mizoram,2005,211,
Nagaland,2005,109,
Odisha,2005,24604,
Puducherry,2005,305,
Punjab,2005,5062,
Rajasthan,2005,37131,
Sikkim,2005,46,
Tamil Nadu,2005,18807,
Tripura,2005,1931,
Uttar Pradesh,2005,54661,
Uttarakhand,2005,2603,
West Bengal,2005,61558,
Andaman & Nicobar Islands,2006,224,
Andhra Pradesh,2006,40701,
Arunachal Pradesh,2006,1106,
Assam,2006,14314,
Bihar,2006,23450,
Chandigarh,2006,648,
Chhattisgarh,2006,16961,
Dadra & Nagar Haveli,2006,72,
Daman & Diu,2006,34,
Delhi,2006,9430,
Goa,2006,307,
Gujarat,2006,44740,
Haryana,2006,11028,
Himachal Pradesh,2006,3228,
Jammu & Kashmir,2006,9704,
Jharkhand,2006,8605,
Karnataka,2006,17601,
Kerala,2006,28602,
Lakshadweep,2006,3,
Madhya Pradesh,2006,61600,
Maharashtra,2006,103740,
Manipur,2006,95,
Meghalaya,2006,620,
Mizoram,2006,288,
Nagaland,2006,79,
Odisha,2006,27507,
Puducherry,2006,353,
Punjab,2006,5708,
Rajasthan,2006,38450,
Sikkim,2006,54,
Tamil Nadu,2006,16253,
Tripura,2006,2239,
Uttar Pradesh,2006,56032,
Uttarakhand,2006,2994,
West Bengal,2006,68477,
Andaman & Nicobar Islands,2007,252,
Andhra Pradesh,2007,47423,
Arunachal Pradesh,2007,1185,
Assam,2007,15060,
Bihar,2007,25078,
Chandigarh,2007,686,
Chhattisgarh,2007,18121,
Dadra & Nagar Haveli,2007,75,
Daman & Diu,2007,35,
Delhi,2007,10189,
Goa,2007,292,
Gujarat,2007,49233,
Haryana,2007,12201,
Himachal Pradesh,2007,3385,
Jammu & Kashmir,2007,10561,
Jharkhand,2007,8381,
Karnataka,2007,18097,
Kerala,2007,31023,
Lakshadweep,2007,5,
Madhya Pradesh,2007,63763,
Maharashtra,2007,108960,
Manipur,2007,93,
Meghalaya,2007,651,
Mizoram,2007,207,
Nagaland,2007,76,
Odisha,2007,30300,
Puducherry,2007,460,
Punjab,2007,6358,
Rajasthan,2007,39639,
Sikkim,2007,72,
Tamil Nadu,2007,16279,
Tripura,2007,2860,
Uttar Pradesh,2007,59191,
Uttarakhand,2007,3163,
West Bengal,2007,76273,
Andaman & Nicobar Islands,2009,348,
Andhra Pradesh,2009,53939,
Arunachal Pradesh,2009,1372,
Assam,2009,18431,
Bihar,2009,27442,
Chandigarh,2009,651,
Chhattisgarh,2009,20222,
Dadra & Nagar Haveli,2009,92,
Daman & Diu,2009,37,
Delhi,2009,12250,
Goa,2009,365,
Gujarat,2009,56970,
Haryana,2009,14443,
Himachal Pradesh,2009,3866,
Jammu & Kashmir,2009,12029,
Jharkhand,2009,8476,
Karnataka,2009,21225,
Kerala,2009,35184,
Lakshadweep,2009,8,
Madhya Pradesh,2009,64910,
Maharashtra,2009,119842,
Manipur,2009,98,
Meghalaya,2009,761,
Mizoram,2009,280,
Nagaland,2009,91,
Odisha,2009,36238,
Puducherry,2009,536,
Punjab,2009,7757,
Rajasthan,2009,45437,
Sikkim,2009,152,
Tamil Nadu,2009,16800,
Tripura,2009,4147,
Uttar Pradesh,2009,64672,
Uttarakhand,2009,3621,
West Bengal,2009,99803,
Andaman & Nicobar Islands,2010,401,
Andhra Pradesh,2010,58828,
Arunachal Pradesh,2010,1440,
Assam,2010,21475,
Bihar,2010,28149,
Chandigarh,2010,624,
Chhattisgarh,2010,21278,
Dadra & Nagar Haveli,2010,102,
Daman & Diu,2010,43,
Delhi,2010,13237,
Goa,2010,406,
Gujarat,2010,60292,
Haryana,2010,15390,
Himachal Pradesh,2010,4098,
Jammu & Kashmir,2010,12267,
Jharkhand,2010,8127,
Karnataka,2010,23847,
Kerala,2010,38730,
Lakshadweep,2010,7,
Madhya Pradesh,2010,66646,
Maharashtra,2010,125253,
Manipur,2010,104,
Meghalaya,2010,838,
Mizoram,2010,318,
Nagaland,2010,102,
Odisha,2010,41335,
Puducherry,2010,568,
Punjab,2010,7562,
Rajasthan,2010,49429,
Sikkim,2010,160,
Tamil Nadu,2010,17143,
Tripura,2010,4819,
Uttar Pradesh,2010,63067,
Uttarakhand,2010,3821,
West Bengal,2010,118437,
